author,text,date,likes,video_title
@trotoar4858,"Mau ngomong ini mahal
Tp kemarin ada isilop
Pamer 17 pro 😂
Wkwkwkwk
Kaya emng isilop isilop konoha",2025-10-13T22:24:45Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@mirzafaqih666,"Pengen beli.. tapi mau jual motor dulu, sambil ditambahin uang yang buat berobat bapak dulu gpp. Takut kurang, soalnya harganya mahal.",2025-10-13T15:29:41Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Tetty.lubis82,bang review Apple watch ultra 3...,2025-10-13T15:00:52Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@isasony5363,"Di US harga 256 (base model) sama dg base model iPhone 16. Apple menaikkan standar base model ke 256gb krn memang harga memory sudah jauh turun daripada awal dulu. Eh di sini malah dinaikkan, disamakan dg iPhone 16 yg upgrade ke 256. Ya wasalam 😅 belum lagi iOS 26 yg makan memori dan battery lebih besar daripada iOS 18. Tambah wasalam. Tapi waktu yg akan membuktikan sih.",2025-10-13T14:09:41Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@winforsong627,Aplle buatan yahudi,2025-10-13T13:02:48Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@zuma01-k9c,Yeeeeeeee...akhirnya bisnis perhotelan akan jadi rame kembali😊😊😊,2025-10-13T12:52:25Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@madesumertha9657,mau ambil yg 2TB mayan buat nyimpen kenang2an foto anak sampai punya cucu nanti biar gak ganti2 hp ☺️,2025-10-13T11:03:07Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@StanlyCh15,Punya duit sikaat!! Tak Punya duit Shut Up.!!🤭😁,2025-10-13T10:06:03Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Juanneff33,"Ibox blibli digimap modar klo apple buka store... 
Pasti dijegal mereka semua 🤭🤭",2025-10-13T09:43:34Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@bapakgamingid5953,Murah,2025-10-13T09:35:18Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@kaprios1709,"😒.. Setelah banderol harga si buah-buahan terbaru sdh release resmi...

Merek yg bikin hape flagship dg model camera belakangnya mirip bangget bakal diupayakan oleh pihak distri lokal bisa masuk resmi keknya

🙄",2025-10-13T09:30:58Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ephemeral7043,Jelas marginnya tebel bgt itu😂,2025-10-13T07:43:56Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@agungsantososantoso4055,"Jepang yang umr gedek aja harga iphone gak semahal disini lohh, lahh indo umr pada rendah walah dijual lebih mahal harganya. Ini sebenarnya negara apasihh 😢😢",2025-10-13T05:37:44Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@hasankasdod792,JANGAN MAU BELIIIIIIIII…………v?,2025-10-13T03:38:08Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yuvenicrenvillio6809,Jelek bentuknya,2025-10-12T23:58:48Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@PajarBadrian-o2i9f,Besok beli sepuluh biji cuma 44jt doang murah banget☺️,2025-10-12T21:58:48Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@arsanewenger,"Skrng 25,7",2025-10-12T21:45:36Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@samtan.,"Ternyata gak salah gue  beli di Hongkong, di Konoha sudah lebih lama release ehhh malah lebih mahal, hanya di negeri Konoha  harga bisa lebih mahal 😂",2025-10-12T14:17:30Z,3,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@x.xii.mcmxcvii6062,Untuk adaptor iphone 17 series pakai apa yang bg ?,2025-10-12T11:59:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@uniquelourens6728,Wessss  wess,2025-10-12T11:53:15Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yzts,beli diluar negri + beacukai masi lebih murah ga si?,2025-10-12T11:25:26Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@_Ofans,Gengsi mahal amat ya ajg,2025-10-12T11:24:50Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@MBCYTM,"mending itel , kan sama aja iphone (telePHONE saya) sama itel (TELephone saya) kwkwkwkwkwkw",2025-10-12T11:11:05Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@49u5K,"Timbang hp cuma pindah pindah letak kamera, sama chip nya paling, harga ngga ngotak 😂😂😂😂😂",2025-10-12T10:53:54Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@briansevenfold,"wkwkwkwkwkkw tahan dlu lahh anjir knapa yakk udh nabung nabung malah jdi mager beli, malah jdi pengen nunggu iPad pro mini",2025-10-12T10:18:09Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@TheShamsaidi,Klau dalam RM berapa ya Rp21 juta,2025-10-12T10:01:27Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@SuksesSejahtera-s5z,Masi nunggu harga 17jt😂😂,2025-10-12T09:11:55Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@SamBoritta-b7z,Kalau lo merasa demam ...minum aja dulu Paracetamol.. jangan merasa ketinggalan..sabar sabar 2 bulan kemudian pasti bakalan turun.. 😂,2025-10-12T09:06:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@KanzaZa-x7j,Tahun depan ip 18 hp nya bisa di suruh ke pasar....🤧,2025-10-12T07:31:37Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@romdoniafriliandi4243,HP idaman para LC 😂,2025-10-12T06:45:26Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@imstilltyping,Nasib warga kono.. 💸💸💸,2025-10-12T03:41:24Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@hurricane1139,"ADAIN GIVEAWAY DONG..
JANGAN REVIEW MULU 😅😅😅😅",2025-10-12T03:21:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ginogausman2195,"Jangan buru buru beli,,biar tambah rugi Aple nya,,, biar nggak laku,, dan saya mulai berpikir beralih ke brand lain yang tidak kalah OK dengan harga yang sangat kompetitif,,,",2025-10-12T01:47:45Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AndikaAaep,"polos bang?wong mafia bang di Indo powerful, apple store ciutt",2025-10-12T00:29:10Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Lailaazmi,"_Hanya untuk ponsel, harga tidak ngotak.. Harganya ‘ LO Sudah bisa Nikah, wkwkw_ Mending nabung, Simpan, buka usaha, Sedekah, dan beli hal-hal yang lebih bermanfaat. 😅",2025-10-11T23:59:27Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@muhardika0088,Stuck di 13 ne😂.    Tunggu  dua tahun  lagi,2025-10-11T17:19:36Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@DanielKen-uo8fx,Banyak kelemahan sangat IP 17 Pro ke atas😮‍💨,2025-10-11T16:50:58Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@mrsomaygarut7057,Ga sopan 😒,2025-10-11T15:37:18Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@anggaaditya5588,"Brand yang masih dipegang mafia sepertinya. Buka toko resmi aja susah. Sampe harga dimainin seterang2an gitu.

Harga us masih tetep. Oke kurs naik.. tpi antara waktu series 16 muncul. Smpe ke series 17. Selisih kurs naiknya kurang lebih 500 perak doang. 
Ya kalo naik yg masuk akal, jgn lgsung 2,5 sndri anjg",2025-10-11T15:36:44Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rhajivazhari,Bakal rame sih.. hotel YYTA!!!!🤣😂,2025-10-11T14:53:56Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Flyaway_0,"Ibox ibox, goreng terus sampai mampus anjeng. Harga ga ngotak anjing padahal sama aja harga kek tahun tahun kemarin di US, eh di indo malah naik, GILAAAAA",2025-10-11T14:48:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@isoeparman8460,"Ambil positifnya sja, dilihat dr hrg rilis iPhone 17 ini di banding dgn neg lain itu menunjukan rakyat Indo lebih kaya😅😅😅",2025-10-11T14:42:51Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@LarryRembang,10 dollars. Biaya produksi menurut gita wirjawan,2025-10-11T14:37:37Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yahyasummoners,"Kalo lu suka Iphong harga segitu ya murah banget,. Hp idaman masa gak beli 😂😅",2025-10-11T14:18:27Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@dhikcmp9595,desain nya 😂😂😂,2025-10-11T12:41:24Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@acakadul6630,Lah katanya impor pajak 0%,2025-10-11T12:07:24Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rahmantoadinugraha6841,Pocopon termahal,2025-10-11T11:46:34Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@MantriRacing007,"Ga heran si, sahamnya  anjlok😂 beli mahal2 dpt model kek poco😂 yg lbh gong lagi, kamera sebiji harga 20an😂 udh plg bener iphone base model yg paling worth tahun ini😂",2025-10-11T11:32:27Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ForestCat-qr4tl,"US mengenakan pajak barang Indo 19%,  padahal Indonesia menerapkan pajak 21% 😂 itu untuk barang biasa, dan kalau barang mewah akan lebih dari itu😂",2025-10-11T11:29:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@tshapedl,Iphone 16 base launch price indonesia: 14.999.000,2025-10-11T11:13:33Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@NIKODEMUSBAYUKRISTANTO,Ini yang salah Apple atau reseller Indonesia ya ?,2025-10-11T10:25:25Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Elektronik_Oki_jaya_game,Selama orang2 kaya kalian masih  fanatik ya..gengsi dong kalau ga punya yg baru.. sumber uang buat mereka,2025-10-11T09:52:14Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rzkpw,WKWKWKWK KONOHA KAMPRET !!!,2025-10-11T09:35:30Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@HansKristianto,"lah lebih murah kan brarti? wkwkwk, itu total beli dari luar + cukai 29jt, disini 28.250 masih ada cashback atau free cicilan... drmn monopoli reseller nya? wkwkwk",2025-10-11T09:34:43Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@axwelll777,"Gue sih ogah bayarin 40juta buset. Hp bro, gila kali.",2025-10-11T09:27:51Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@johnsonb233,MULES PERUT LIHAT HARGANYA 😂,2025-10-11T09:26:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Singa_YEHUDA_Israel,"Mahal bgt mending
HUAWEI PURA 80 ULTRA
VIVO X200 PRO/ULTRA
VIVO X300 PRO/ULTRA
XIOAMI 15 PRO MAX",2025-10-11T08:53:16Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@namakujimy,Tunggu 3 bulan lagi ☺️,2025-10-11T08:11:39Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@iryawan260,"umr 2jt, mau beli barang 20jt. 10 bulan gak makan?",2025-10-11T07:47:41Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rahmadenggarpamungkas3663,"Mending review Android aja bang banyak yang dibahas karna banyak innovasi dan variatif.
Iospas ga ada yang bis dibahas itu itu aja stuck innovasi nya",2025-10-11T07:31:55Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@khairizaramadhan3104,44 juta dapet mobil second 😭,2025-10-11T07:28:58Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@putri-c2h,makasih kak udah cukur rambut. bukti kalo komen gw agak pedes tapi didengerin ❤❤❤❤❤❤,2025-10-11T06:29:40Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@DjoeraganMboeri,seri apa saja yg support record video bypass external storage? mohon infonya abanh2.,2025-10-11T06:07:46Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yusrilNafill,pajak ke indonesia ke mahalan... jadi harganya kacau,2025-10-11T05:55:33Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AjibLorD,Wajar harga segitu smpe komdigi ada surat kuasa balik nama hape😂😂😂😂😂😂,2025-10-11T05:17:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@meizaramaliano8896,"Ah bangke dah ah , nunggu aja dah",2025-10-11T04:30:04Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AISV13,Padaha di korea iphone 17PM 1 TB cuma 2.6 jt won 31 jt an klo di rupiahin,2025-10-11T03:53:23Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@bangjamz,"makin sadar, kenapa apple store sangat sulit (mgkn ga akan pernah ada di indo).
karena iphone mengandung kadar etanol yang sangat tinggi.

eniwei: liat harga pro max 2TB, mgkn not for everyone (besar kemungkinan pekerja industri foto dan film). beda 12juta nambah 1TB, pasti banyak user yg bakal pake SSD NVME Portable.",2025-10-11T03:38:51Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@b4iem,"Dari kebujakan Trump, Bukannya pajak 0% untuk semua barang USA",2025-10-11T03:17:01Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@HidamDarjin,kapan tayang kompare airpods pro 2 dengan airpods pro 3..gua nunggu ni dri minggu kemaren..please  @indratechlife,2025-10-11T02:52:10Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@HidamDarjin,kapan tayang kompare airpods pro 2 dengan airpods pro 3..gua nunggu ni dri minggu kemaren..please @iTechLife,2025-10-11T02:50:44Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@agusmanvitek5712,"Bang buat video bahasa inggris.. buatlah vidio monopoli harga iPhone di Indonesia. 
Ini sepertinya untungnya banyakan yang penjual dari pada yang buat.😂😂 Tengkulak pasar.",2025-10-11T02:48:22Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@BarbozaCapt,Moga aja masuk xiaomi 17 pro series biar harga nya jadi kompetitif,2025-10-11T02:28:04Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ertantoridi2579,bkin konten dong mending beli iphone di indo atau di luar negri,2025-10-11T01:22:42Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@donnytagor272,Udh PO 17pm 1TB di iBox hrg malah lbh murah dibanding inter krn dpt cash back dr bank tertentu jd 32jt,2025-10-11T00:37:19Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@svcellular7516,"Ini nonton pake ip 17pro 256gb ,beli di Korea sini Rp21.500.000 dapat adaptor,antigores,case,hendset .",2025-10-10T23:20:16Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@andrirosadi3062,Makin sini harga dah ga masuk akal mahal2 bngt njir buat nambah storage doang 😅😅 paling ga wortit iphone 17 air sih dah mahal bngt kamera satu batery boros hadeh jual tipis doang 😂 skarang buat kaum mendang mending tp aga banyak duit mending beli second dah minimal 2 tingkat kebawah dari iphone tipe bru,2025-10-10T22:53:05Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@RRR-sh6ff,Buset baru ini liat hp ada varian 2 tera😅,2025-10-10T19:55:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@andrewhersabyl6759,"imagine dari 256 ke 2tb, kudu nambah 18 jt gila. Itu harga storagenya ngerampok gila",2025-10-10T17:51:53Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@RA-gp9pl,"40 juta lebih , dapat tanah 15 × 30 😂",2025-10-10T17:45:51Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rozhadiidahzor423,klo bisa jual mahal kenapa harus jual murah sihh tohh bnyak manusia bdh dimari yg pd kemakan gengsi dan fomo,2025-10-10T17:14:39Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@fawaid100,"Sebenarnya kalau harga gak masalah, yang masalah itu minimnya pembaharuan yang dilakukan oleh iPhone, AI lemah, Kamera hanya lebih baik dari iPhone sebelumnya tapi tidak dari kompetitornya.",2025-10-10T17:07:14Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@gilangrp9503,Bang itu case iphone nya merk apa dan warna apa,2025-10-10T14:29:42Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ArasyaFadhiel,"Fixed bang besok mau beli.....

Motor aja...",2025-10-10T14:25:25Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ciptoputra6054,Beli diluar aja kalo nyampai 43 juta...🤣🤣🤣 Nyari yang batrenya yang lebih gede..,2025-10-10T13:53:57Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Indri_2001,"Kalau di planet Mars, para pejabatnya dan keluarganya kan perlu pakai iPhone terbaru juga, dan itu harus gratis, baik pejabat kepolisian maupun serdadunya, makanya dijual ke masyarakat jadinya mahal banget 😊 tapi itu di planet Mars ya",2025-10-10T13:28:11Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@RajaKurcaci,"Semakin lebih mahal harga iPhone semakin


para wanita rajin lebih sayang dengan sugar dady lebih ditingkatkan layanannya


para creator lebih rajin dan semangat lagi productivity


cabe cabean lebih slekteif lagi cari yg kantong tebalnya


yang ngutang makin rajin lagi nyisipin uangnya dan puasanya
😊",2025-10-10T13:16:12Z,2,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Tuk4ngN0nt0n,eragroup seolah2 jadi pemelik iphone itu sendiri.. karena namanya iphone 17 harga dinaikan jadi 17jtaan ,2025-10-10T10:34:03Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@edidbu2820,"Aku inget banget zaman beli ip15 promax resmi yg 512GB awal rilis, di harga sekitar 30 jt  dan setelah 1 bulan berlalu harga ip nya turun jd 28 jt,, kapok deh kena gocek shevchenko😭",2025-10-10T10:21:24Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@anzhoshaaktar,nunggu ip 19 seehh….😂❤,2025-10-10T09:54:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ahmadtohapasni2178,oke nanti kita beli ip17pro max di tahun 2035😂,2025-10-10T09:45:34Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@arial.barkah1169,"Bang ip 15 gw inter , di ios 26 Ngga Ada fitur Esim nya weh?",2025-10-10T09:02:23Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Mujianto1987-e8g,Punya 16 pro dibanting bocil rusak.next 17 pro apa 16 pro lgi,2025-10-10T08:39:02Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@fakhrulraji92,mending nungguin harganya turun jadi 2jt,2025-10-10T08:36:44Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@sodagarjujur2194,Udah beli gw ipone 17 pro warna biru,2025-10-10T08:08:44Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@infobengawansolo_bg,Lihat harga nya memang sangat apple sekali,2025-10-10T07:58:28Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@kevinjones9808,ininih CONTOH NEGARA YANG MENYUSAHKAN,2025-10-10T07:18:54Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@muhammadtaufik-r3m,"editting nya kurang srek gw liatnya bg, shape nya mainin opacitynya dong, jangan padat warna hitam gitu",2025-10-10T07:15:52Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yusuffahrudin1447,"di indo emang demen perusahaan monopoli, dulu voc sekarang erajaya 😢
moga apple store bisa segera buka di indo 😌",2025-10-10T07:08:26Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@DonnyMUFC,BELI LAH KALO FANBOYY MAU 100JT WAJIB BELI KALIAN PECINTA IPHONG BIAR KESOHOR😂,2025-10-10T06:46:28Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@cahya2094,Kok bisa jadi 43 juta harganya,2025-10-10T06:32:20Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@noname-jb4rz,"Kaum miFans dan kaum munafik iri dengki sedang kumpul sibuk menghujat iphone 17 promax.
Tetap aja ip 17 promax lebih laris drpd flagship android manapun apalagi cuma xiaomi 17 promax....emmmmeeehhh
😂😂😂😂😂",2025-10-10T06:21:28Z,3,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Vengeance_1999,Ilangmah wasalam 44 juta ludes,2025-10-10T05:41:47Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@pieterkhoofficial5344,"Gk tau kenapa gk tertarik sama iphone 17 pro max,malah pengen banget xiaomi 17 pro max 😭",2025-10-10T05:40:42Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@giovansupit523,Poco-ng 17 pro meg meg,2025-10-10T05:24:59Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@qurniamaulani8719,16pro atau 17 pro?,2025-10-10T04:51:50Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ekowicaksono3882,"Knp pada ribut harga ya
Kalau yang mampu harusnya biasa aja sih
Kalau yang mau beli karena naikkan gaya ya pasti berat
Jadi belilah yang sesuai kemampuan😊",2025-10-10T04:50:14Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@davidhengki65,Kocak memang si indra 😂😂,2025-10-10T04:47:30Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AditJpz,Teteh ani ani harus lebih kerja keras lagi untuk mendapatkan 43 jt dalam seminggu biar bisa beli ini,2025-10-10T04:34:22Z,5,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@jlawren123,"Negara : Pajak! TKDN! IMEI Gaboleh bawa iphone dr luar masuk ke indo
Provider Jaringan : Matiin signal! IMAI ga kedaftar di kemeperin matiin ajah!
Authorized Reseller : MARKUP, butuh serok duid dr trend & review bagus. kan sama2 256GB kan kan? mahalin ajah. sekalian ada profit bs bagi2.


Xiaomi : yakin ga mau pindah? harga sehitu beli saya bisa buy1 get 2.",2025-10-10T04:06:39Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@sickplay2076,3:49 parkir dmn yang skrg serebu bang indra 😊,2025-10-10T04:04:26Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@sandytang8661,"sebagai mendang mending bagusan beli iqoo 12, dapat di 7,5jt 😂 ad officiall service center,  d banding apple ga ada official service center, rusak ganti baru kyk yg d singapore , kalo yg ga mendang mending napain nonton ni video, org dah kaya napain nonton review ipon, nonton nya review ferrari dan porsche",2025-10-10T03:37:53Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@niomuhammad5904,mending gue ke singapura toh mirip2 harga,2025-10-10T03:21:59Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@edoyofficial8202,iPhone identik untuk orang kaya di indo ya😂,2025-10-10T03:11:27Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AhmadArif019,"Beli storage paling kecil, uangnya dipake beli SSD 4TB dan STB buat bikin layanan cloud sendiri. Deploy immich (open source mirip Google Photos) di local NASnya, install tailscale buat private VPNnya.",2025-10-10T02:51:14Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@batubata9514,iPhone kalau AI nya gitu-gitu aja ya bakalan jadi the next Nokia/Blackberry,2025-10-10T02:44:01Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@MOHQOMARROMADON,beli motor dpt 2😂,2025-10-10T02:41:26Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@shaneas_ali,padahal pengguna apple di indo itu gede loh tp mati2an jg ga mau buka apple store disini. hp seharga begitu uda bisa kasih makan berapa keluarga :(,2025-10-10T02:17:07Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ayeayeCaptain01,"Tenang aja, duit pelaut mah banyak, besok beliiiii beliiii beliiiii.....kata teman gw yang pelaut dan baru selesai kontrak😂😂😂",2025-10-10T02:10:31Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@agungwonly,"44 juta murah sih aslinya, tp sayanya aja yg duitnya 44 ribu😭",2025-10-10T02:03:33Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rickymulianto,Saat nya hotel rame menyala  🤡,2025-10-10T01:42:59Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@benymotret7074,"Tapi harga nya gk beda jauh sama di Taiwan selisih cuma 1,5 jutaan..lebih murah di taiwan dikit",2025-10-10T01:42:01Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
