text_stemmed,label_otomatis
padahal tarif resiprokal impor usah,Negatif
enggak ngotak ambil margin jadi jtan bro gila gila,Netral
bilah kalau punya uang inti handphone bukan buat kaum dang mending ya,Negatif
alhamdulilah kebel iphone,Positif
harga motor handphone ringkih,Negatif
jta dpat handphone mending beli motor buat keliling kota,Netral
parkir aka ribu kak,Positif
kok tumben enggak mendangmending start harga base model versi belum kayak udahudah terlalu jauh banding wkwkwk,Negatif
entar lebih murah toktok,Positif
ujung kata pamungkas indrawellterserah,Negatif
tunggu lho review macbook pro sama base kemarin cuma unboxing,Negatif
ha ha ha iphone jual resmi indonesia lalu importir authorized reseller harga jadi mahal barang resmi rasa inter klaim garansi susah mau servis susah beli part susah apa perintah indonesia wajib apple diri apple store indonesia memang sengaja padahal guna produk apple cukup banyak perintah fokus tkdn enggak jelas infestasi apa dampak positif sama konsumen produk apple bayar pajak besar main selubung pihak oknum kait pajak,Negatif
jangan beli apple store resmibiar harga makin murah klaim garansi lebih mantap lebih cepat rilis intisari,Positif
saat apple masuk resmi indonesia tetap mau nurut beli erajaya,Positif
harga kok juta memang apa,Netral
beli apple store china worth enggak guys bantu jawab dong,Positif
ibox mulai tunjuk jati diri,Negatif
enggak apa mahal jarang pake,Positif
harga begitu handphone ubah inovasi,Positif
masa iya iphone gb juta iphone air juta iphone pro juta iphone pro max juta indra metaliy juta,Positif
iphone pro varian tb harga motor nmax standar gue beli anjir,Positif
beli sapi dulu ekor anak jual anak baru beli promax,Negatif
harga resmi rilis iphone gb iphone air gb iphone pro gb iphone pro max gb,Netral
kayak handphone kentang,Negatif
mending beli samsung,Positif
kamahalan mana teknologi jaman purba pantas insvestor cabut,Negatif
mending base model pro,Positif
dikorea pm korea varian gb cuma harga won,Negatif
setia pakai seri basic iphone jujur bukan orang profesional hidup basic,Negatif
buat base model selisih juta sama harga uae sini aed kurs rata biaya cukai masuk berapa bawa sini,Positif
coba buat beda iphone pm sama iphone pm lebih lebih wort mana segi design,Negatif
pro vs standar bagus mana pliss jawab bimbang parah,Negatif
design iphone air gue impi selamanini pas lihat banyak minus enggak jadi deh harga kamera esim easy skip,Negatif
akal akal perintah masuk indonesia pajak gede kemarin gue beli ipone garanci china kemarin beijing,Negatif
orang cerdas kapai beli apple air,Negatif
wkwkwk komen bahas gadget lupa bahas kan mahal,Positif
abai harga kalau mau gengsi naik status sosial kalau suka gengsi status sosial naik lebih baik beli penting perlu hari beli bong alumunium dngn harga langit,Positif
jujur design gue lebih suka iphone biasa tamlilan kamera simpel enggak menuhin layar belakangnyaa,Positif
harga paling pas juta base model mau beli saran sabar tunggu beberapa bulan bakal diskon sama ibox biasa hype awal mahal in suruh bundling,Positif
series hrg juta ngerih harga nyebrang android masyarat indonesia terlalu bodoh pajak sangat tinggi hrg luar negeri enggak begitu,Negatif
skip,Netral
mahal banget base model kalau max oke lah,Positif
pengin pro tahun depan enggak baru tapi,Netral
koh minta barcode widgy dong,Positif
sadar penuh gue memilh oppo find kali ultra,Positif
pro gb worth enggak store plus diskon,Positif
tunggu harga turun dulu base green purple pakai pm,Positif
airpods pro kapan rilis masuk indonesia,Negatif
sadar penuh gue beli pm cosmic orange po belanda tanggal sept baru kirim tanggal okt ini,Negatif
hancur iphone series kalau xiaomi series masuk indonesia iphone turunin harga,Negatif
gila base model segitu harga hidup third world country upah minimum kena punish patok harga jauh lebih tinggi banding negara negara,Netral
benar pajak negara koruptor enggak ngotak iphone reguler pajak hampir juta seri atas pro pajak hampir juta mau enggak mau pro deh,Negatif
ijin tanya pro khusus esim only berapa esim aktif,Positif
out of topics baju beli,Positif
harga segitu enggak masuk akal,Positif
stay pm ah gua,Negatif
dih mahal padahal apple enggak naikin harga base model walaupun gb,Positif
pro max luar biasa hampir juta naik,Positif
okeini putus fix gwgood bye samsung galaxy a juta gue pindah iphone pro max kapasitas tb juta,Positif
simpul sederhana teknologi apple revolusioner dulu steve jobs tinggal desain apple revolusioner dulu jonathan paul ive resign sekarang jadi konsultan open ai material apple sekarang ringkih tim cook pakai material murah sulap kualitas sama mahal sulap habis biaya besar rd dapat besar laba bersih kecil kandidat ceo masa depan apple john nus ahli hardware mungkin jadi ceo kualitas hardware apple bagus mungkin harga lebih mahal milik mampu efisiensi bagus tim cook soc apple hemat daya struktur soc lebih banyak ecore efisien pcore performance ecore ini hemat daya buat lebih adem makin banyak pcore makin rakus daya baterai buat panas,Positif
iphone air harga langit kualitas mobil smk sungguh serakah apple tim cook enggak masak minim inovasi rakus,Negatif
kok enggak banding harga sama base pro promax jadi bayang berapa overpriced jangan fitur banyak bahas,Positif
harap kampung halaman lebih murah banding beli luarpajak mending gue beli luar,Positif
gua mau beli sama pro max letsgooo,Netral
iphone kali aing sekarat wkwkwk niat mau ganti base model kaya gajadi wkwkwkw moga panjang umur iphone kali aing,Positif
harga fix,Positif
iphone pakai adaptor vivo orisinal aman enggak,Positif
iphone boba memang enggak pernah laku iphone e enggak pernah cerita jumlah boba sangat penting pakai iphone,Positif
tunggu iphone base model harga jtn dulu buat ganti iphonepro,Positif
benar harga base model juta enggak usah beli gaess tahan dulu lu hyper iphone,Positif
ira cuma bumn monopoli harga nyata distributor swasta ikutaan wkwk,Negatif
ppm best model semua model adadari build quality baik minggu lalu beli seri pro baru unboxing muncul baret bagi frame kamera baru hari pakai langsung tak jual panas atas cuma bela ajapanas rasa mirip varian ppm series,Negatif
enggak minat harga mahal enggak ngotak fitur basi gua tahan pro desert titanium gua warna lebih mewah lebih kuat,Negatif
banget clicbait,Positif
jangan beli dulu turun,Negatif
pakai adaptor orisinal vivo aman enggak,Positif
okto ibox kelapa gading iphone lum adakatana lum masuk,Negatif
mending pro sekarang ditiktok hrg juta,Positif
harga resmi apple buat iphone gb tetap sama buat iphone gb kurang ajar pajak indonya apple balas dendam sama indonesia kemarin diribetin,Negatif
pinjol makin gila,Positif
fix kagak jadi beli base model harga juta an oke lah,Positif
tahan air gaspol pro max mau gue bawa hujan ngojol,Positif
sesuai butuh beli beli buat kerja enggak mau ribet pinginnya sat set smooth yaps unggul apple forma paten soal design nomor sekian main game paling game ringan,Negatif
benar juta enggak masuk akal,Positif
mending pro base,Positif
kena tarif trump harga indonesia,Negatif
iphone base model mending pro baru stok banyak rilis harga baru pro tara base,Positif
buseettt mahal benar padahal tahan buat pro kemarin mau ambil pro lah over price mnrtku,Positif
enggak lihat produk baru iphoneawal mula lihat aneh enggak tarik enggak mau belitapi makin lama banding balik jadi tarik suka pengin milik,Negatif
mending cicil mobil jelas,Positif
iphone base model starting from juta firaun lu,Positif
kok ifixied rekomen buat ganti batre,Positif
mark uppppp gila indonesia gila,Positif
anying enggak masuk akal base model juta,Positif
enggak worth,Netral
benar sgini harga batal deh ambil series mending series lah,Negatif
enggak dulu deh titanium aluminium harga mahal banget banding seri sebelumya,Positif
reviewer luar mending iphone polos koh,Negatif
minus tinggal palagi apel ipong enggak mau pabrik rakit,Negatif
ginjalllllllllllllllll,Netral
hadir terus kak telat,Negatif
iphone base model juta kayak harga pro titanium,Netral
hotel fulll,Positif
spill kaos dong kak beli,Negatif
moga numpuk gudang,Negatif
mending pro jutan,Positif
ribeut punya duit suka beli dang mending mah beli sama a series,Positif
iphone harga elit batre sulit,Positif
gila memang lawak benar,Positif
fix koh best model juta bajet cuma juta soal,Negatif
iphone air e pakai skin elite kaya bakal susah laku cuma andal desain tipis fitur pangkas nasib bakal kayak edge kok harga naik jauh padahal usd sama margin digedein hype,Negatif
enggak tarik mahal viral pakai konpers,Netral
kemarin beli iphone basic turun harga sekarang jadi ken beli pro kira beda sama pro max apa,Positif
wah bukan wkkw,Negatif
enggak jadi beli base model harga batas masuk akal kalau atas enggak pakai sense,Negatif
malaysia iphone harga juta indonedia juta malaysia penjualanya lansung apple store indonesia penjualanya lalu importir reseller pajak tinggi buat harga jadi tambah mahal entah perintah indonesia cuma pikir tkdn dampak apa sama konsumen bayar pajak besar perintah wajib apple diri apple stote servis senter indonesia padahal iphone jual resmi guna produk apple cukup banyak indonesia kalau barang resmi rasa inter klaim garansi susah beli part susah,Negatif
dajjal memang distributor konoha naik enggak kirakira,Positif
jadi unggul iphone air apa,Negatif
gila harga malaysia enggak segitu wah wah,Positif
benar bangmahal semua stay iphone plus padahal taksir banget iphone base model,Positif
gajadi deh ira start juta kayak dulu,Negatif
btw harga iphone sengaja naikin reseller official indonesia harga enggak jauh seri,Positif
jetong,Netral
btw harga iphone series indonesia goreng habis habis masa base juta promax juta,Positif
nasib sama nokia blackberry,Positif
gapaham sama orang suka sama iphone air,Negatif
iphone jadul kok mahal heran p fungsi cuba dah,Negatif
jujur jujur awal gue pas lihat cosmic orange aduh kok kaya enggak lihat mahal enggak mewah norak gara lewat beranda mulu lihat jadi keren mau murtad android,Positif
padahal pajak mahal,Negatif
gue minimal misal punya adapter atas gue bagaimana,Negatif
stay pro paling optimal buat potret daily,Positif
buset naik juta sendiri gila memang indonesia,Positif
buat kalian mau upgrade iphone pm pm pikir deh rumor benar adek gue upgrade baru hari pakai lecet sana sini padahal makenya daily ngantor kwkwk pengin balik malah iphone pm wkwk gue iseng coba uji game sama ngerekam waktu event malam hari ber ac panas sama aja baterai better sama tajam kamera but sayang banget gue keluarga bukan kreator sok tahan ekosistem wkwkw series worth buy tahun cuman biasa stok dikosongin kalian beli series baru,Negatif
pro naik harga banyak isu build quality pro gampang coak,Positif
bingung stay pro up pro,Netral
negara umr rendah dunia pajak tinggi dunia fuck lah,Negatif
ingat gaes bukan iphone makin mahal nilai tukar rupiah busuk,Negatif
bosan hp,Netral
hahh mahal banget base model juta meanwhile lihat malaysia jatuh harga juta,Positif
airpods pro tanggal po tanggal ready harga berapa kak,Negatif
apa mahal banget pm padahal harga lauching sama kayak iphone dahulu,Negatif
sabar tunggu turun harga lama turun kok harga,Positif
spill set up homescreen widget keren,Netral
hahahha tetap iphone indonesia paling mahal se galaxy bima sakti dulu malaysia juta lebih dikit seri pro gb indonesia juta walapun dulu malaysia apple store tetap harga lebih mahal indonesia pajak gara gara pajak,Negatif
mantap pm enggak tarik sama sekali upgrade pm,Negatif
harga segitu cuma basic,Negatif
bingung mau pura pro,Positif
base,Netral
gue tepat buat ambil pro guys stok habis asli hands on jauh lebih premium pro,Negatif
kok harga iphone aplikasi ibox tiba tiba jadi naik,Netral
worth mana kok iphone basic ippro,Netral
anying juta juta buat base model tara beli vivo samsung lipet,Positif
kobisa minta link tempat beli case pm kok paket skrng,Netral
gara nilai tukar lemah harga jadi lambung,Positif
iphone pm,Netral
prediksi abal gue kayak iphone series enggak selaku seri belum harga terlalu mahal kualitas agaj kurang harga,Negatif
edan iphone biasa harga rp juta us cuma alias rp juta selisih hampir juta sana negara maju dapat gede kasih murah kayak bumi langit asa peras pajak laba begini,Negatif
sage keep,Netral
kok aku lebih pengin pro max yah hhhmm andai buat china kayak aku usaha nabung buat pro max sorry kalau beda dapat ya,Negatif
promax otw,Netral
